 OXN dry deposition
 ARC            
      year       AT       BA       BE       BG       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       GR       HR       HU       IE       IT       LT       LU       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA      ATL      BAS      BLS      MED      NOS      BIC
        2001  0.101831540       2.40020081E-02  0.423017800       4.86014709E-02  0.264471740       2.92410720E-02  0.454554290       3.13729310       1.11910057      0.161505073      0.149702504      0.777829826      0.620041490       2.74855995       1.16533162E-02   1.77578405E-02  0.246439382      0.131742463      0.165223897       8.12001079E-02   2.34397650E-02  0.167480484       1.38739944E-02  0.657665431      0.404242814       2.66263032      0.263022304       3.84488516E-02   1.19131434       1.19391859       2.56706048E-02  0.180401772       3.60358469E-02  0.774903655      0.319118023       5.54740858       7.50066806E-03   2.56773103E-02   1.83293223      0.540649056    
        2002  0.146484286       2.48889253E-02  0.457843304       5.70078678E-02  0.387526006       4.31565195E-02  0.459555924       2.00693154      0.821421444      0.463571459      0.289343834       1.11785078      0.718621790       3.14515924       1.33287786E-02   1.59686469E-02  0.226237476      0.108025789      0.239968687      0.185702860       2.67649814E-02  0.289076000       8.03105533E-03  0.630964756      0.394242704       1.78365171      0.147876993       3.62316072E-02   1.99173045      0.983530104       2.99954694E-02  0.157375216       8.80317111E-03  0.650609493      0.290811747       5.90503502       7.36372918E-03   3.56108882E-02   2.23761201      0.694389045    
        2003  0.173763901       5.44525348E-02  0.390823573       9.06361639E-02  0.405439705       3.84859629E-02  0.487948567       2.03277898       1.30083847      0.181699455      0.246516064      0.893003166      0.831066072       3.21822262       3.92287076E-02   2.93488503E-02  0.389057815      0.117113419      0.294848382      0.143668979       2.55956799E-02  0.167079568       1.39252013E-02  0.528727949      0.496279806       2.64406753      0.247077599       8.40618014E-02   1.09302092       1.24697912       4.61713523E-02  0.202078849       4.86076139E-02  0.574333668      0.347506255       5.98080730       1.51558286E-02   7.22765252E-02   2.48576140      0.584343433    
        2004  0.112100467       2.54530255E-02  0.458370566       5.09298779E-02  0.288222432       1.68178957E-02  0.502106726       2.67077398       1.04306483      0.270793438      0.175126657      0.917742014      0.709677279       2.32698703       2.05117948E-02   2.01820657E-02  0.192878827      0.109874867      0.125821158       8.59968811E-02   2.51729619E-02  0.202057466       1.80828571E-02  0.608949602      0.459614813       1.94355392      0.168296799       3.76412459E-02   1.61159301       1.12795269       2.69701183E-02  0.112740703       1.95455551E-02  0.431516945      0.342220426       5.85085058       1.08526694E-02   3.71413305E-02   2.35731840      0.660297632    
        2005  0.140819788       3.19119282E-02  0.340204060       3.64862755E-02  0.347866535       3.26387919E-02  0.416508317       2.15411377       1.36090028      0.218812287      0.174830809      0.912919104      0.703783751       2.14223361       9.01741907E-03   1.69612039E-02  0.167858675       8.85913670E-02  0.166819245      0.142770752       2.59509329E-02  0.235400006       9.47236735E-03  0.498741955      0.382087678       2.12477064      0.161667168       4.52847667E-02   2.68006611       1.15353179       3.16015854E-02  0.125245735       1.72283202E-02  0.836764514      0.351252317       6.33092165       9.62945540E-03   2.35387608E-02   2.29169488      0.663003981    
        2006  0.221487701       3.18859816E-02  0.487652093       2.40003522E-02  0.335639536       6.25022128E-02  0.584004998       2.49445271       1.13308907      0.210171774      0.251698881      0.662025213       1.07938850       2.73677492       1.49550848E-02   2.94348430E-02  0.206391126      0.129408658      0.297011286      0.213258401       2.62086615E-02  0.262691557       8.55002087E-03  0.532736182      0.425055772       2.87402153      0.148184523       3.88551205E-02   2.19353986      0.858621597       3.13367844E-02  0.147347182       4.63384353E-02  0.340345263      0.403674603       6.21439838       4.35459288E-03   5.44001944E-02   2.28476763      0.842537642    
        2007  0.110079527       1.40680466E-02  0.461493701       1.07865473E-02  0.163508773       1.95998512E-02  0.419918388       2.43370962       1.32817471      0.166385859       6.61081672E-02  0.403991252      0.807606220       2.11532164       1.19610513E-02   1.75198093E-02  0.107100077       7.62121603E-02   7.71436244E-02  0.235741660       1.28254630E-02  0.186773732       5.52451145E-03  0.609222472      0.437001705       2.36662054       7.53934905E-02   3.10881492E-02   1.31421053       1.30526221       1.62477866E-02   7.58403316E-02   2.22544391E-02  0.263664275      0.245970324       5.38670397       4.63890517E-03   2.48502847E-02   2.30116248      0.413513958    
        2008  0.199934959       7.51277208E-02  0.468943119       4.18326184E-02  0.129988641       5.00328317E-02  0.477621168       2.91236615       1.00529981      0.166265815      0.140274137      0.624731362      0.986155748       2.05533457       2.89359242E-02   5.40064201E-02  0.191141993       8.74923766E-02  0.271308929      0.188264415       2.57878304E-02  0.180675879       1.41180037E-02  0.646136343      0.266913056       1.97539401      0.179518268       7.77618736E-02   1.47439981      0.889815629       4.04683053E-02  0.148226008       2.19193269E-02  0.551061153      0.269363850       5.05612707       8.98531917E-03   7.85944834E-02   2.27131891      0.484550923    
        2009  0.118967131       2.76655518E-02  0.281233490       1.99275035E-02  0.392122000       3.99556533E-02  0.387017548       2.43194866      0.793806851      0.182013914       8.45497772E-02  0.610416114      0.602974594       1.27966750       1.25402147E-02   3.29986736E-02  0.138632685       5.92655465E-02  0.137903675      0.371421814       1.42286206E-02  0.220607236       1.34535367E-02  0.491883576      0.242134467       3.03617096       9.99915525E-02   4.79034074E-02   1.96544874      0.808960736       1.97050795E-02  0.108635589       3.15282866E-02  0.328995258      0.226422727       4.28832912       8.99035670E-03   4.91253957E-02   1.88996375      0.594692826    
        2010   8.16703439E-02   2.71983426E-02  0.226485386       2.02610288E-02  0.757124722       3.43861990E-02  0.306364089       2.14132237      0.775790572      0.226874858       4.75549139E-02  0.713125408      0.409142852      0.965860188       1.28020225E-02   2.67520975E-02  0.119926319       4.57153954E-02   5.65170310E-02  0.489779592       3.53394412E-02  0.288494915       2.12829318E-02  0.402056307      0.360359788       3.20750356      0.115170181       5.21523282E-02   1.92638624      0.997515380       2.31292564E-02  0.120006658       2.15568207E-02  0.560383558      0.197117850       4.50660992       9.74742975E-03   2.46705692E-02   1.76577580      0.442584991    
        2011  0.129745573       4.26924191E-02  0.447982192       3.62071320E-02  0.367163688       3.85433435E-02  0.474839717       3.04285479      0.877197623      0.162601113       7.24320635E-02  0.446110040      0.627941489       1.98655975       1.47248507E-02   2.72699110E-02  0.149433061       7.55836219E-02   8.12446177E-02  0.236619040       5.61050884E-02  0.185261488       2.40753964E-02  0.739750028      0.312952429       3.34208965      0.169869557       9.01663899E-02  0.828712285      0.771524906       1.95916872E-02  0.132345900       5.25853783E-03  0.463194400      0.346649289       4.23766327       7.63297407E-03   3.15327905E-02   2.66440964      0.377368689    
        2012  0.121699870       4.97073345E-02  0.380538672       7.54686818E-03  0.394724548       3.46677266E-02  0.391176194       2.94341993      0.768348277      0.126571581       5.78941889E-02  0.360387474      0.561164021       1.44191647       5.54291252E-03   2.67860387E-02  0.107468136       4.98211756E-02  0.101544261      0.289401233       5.31882085E-02  0.231713831       9.69328918E-03  0.596416652      0.286889315       2.83549666       6.68535829E-02   5.53223565E-02   1.29047680      0.683169544       2.57511903E-02   8.67664739E-02   1.38794007E-02  0.249762386      0.265356690       4.11963511       4.76405723E-03   3.35357971E-02   2.32596159      0.167737618    
        2013  0.118240066       1.05989538E-02  0.333379388       1.27413571E-02  0.334497422       4.23459858E-02  0.343172222       2.82820892      0.902788520      0.173695415       5.73247038E-02  0.560689211      0.595042229       1.28019309       1.17252618E-02   2.05948316E-02   9.44501981E-02   6.53693825E-02  0.111251339      0.239578143       3.50320749E-02  0.291645885       3.47607862E-03  0.478404552      0.258065343       2.37230492       4.83828448E-02   3.54934260E-02   1.06678915      0.876017928       1.98043250E-02   8.73223394E-02   1.53385149E-02  0.354051858      0.203471497       4.20307875       3.55054112E-03   4.52507026E-02   1.74821520      0.305614501    
        2014  0.106399618       2.57521868E-02  0.277227044       3.77348103E-02  0.655136466       2.55682934E-02  0.378432661       2.16579628      0.663429201      0.194416985       2.67438237E-02  0.473583430      0.383911937      0.788335741       1.78923924E-02   1.87704377E-02  0.121281430       3.16646919E-02   5.22964001E-02  0.362045974       3.43856737E-02  0.361064523       1.52056767E-02  0.375064492      0.187437654       3.53650069      0.138154119       7.54316598E-02   1.96850502      0.709498703       1.50432037E-02  0.155014187       6.13050722E-02  0.835785151      0.133279577       4.44726658       1.22472122E-02   2.85747536E-02   1.43918526      0.273134887    
        2015   9.92002860E-02   2.40097120E-02  0.258469015       3.51815559E-02  0.610807896       2.38382611E-02  0.352826715       2.01925159      0.618539512      0.181262121       2.49342527E-02  0.441539288      0.357935250      0.734994471       1.66817363E-02   1.75003707E-02  0.113075145       2.95221582E-02   4.87578623E-02  0.337548792       3.20590287E-02  0.336633772       1.41768130E-02  0.349686474      0.174755022       3.29720998      0.128806174       7.03277141E-02   1.83530974      0.661491752       1.40253333E-02  0.144525439       5.71569763E-02  0.779233336      0.124261469       4.14635038       1.14185279E-02   2.66412962E-02   1.34180546      0.254653722    
        2016   5.80749661E-02   9.49603599E-03  0.238612577       4.09338018E-03  0.247785389       1.08823869E-02  0.261500448       2.08516479      0.868843913      0.147177696       1.29767777E-02  0.377762079      0.239358991      0.747626722       4.30555828E-03   8.04443937E-03   4.45654206E-02   5.02307676E-02   1.95230674E-02  0.312085897       1.68396141E-02  0.221887246       1.23168537E-02  0.436988443      0.261538953       2.34855723       3.02295145E-02   2.21618619E-02  0.988348782      0.963281572       8.03935621E-03   4.90931682E-02   7.25746900E-03  0.252545089       9.19072255E-02   5.21647882       2.51613371E-03   1.14476085E-02   1.13903713       1.12901759    
        2017   6.65646717E-02   9.01525654E-03  0.244868025       5.88319544E-03  0.231150359       1.48058897E-02  0.296522766       2.10626721      0.854074895      0.104874887       3.22302915E-02  0.342850268      0.284734547      0.883729637       3.98688950E-03   1.53175481E-02   8.67381170E-02   4.45803963E-02   3.52970883E-02  0.263879448       1.43139511E-02  0.195494577       6.76521845E-03  0.458374202      0.341844440       2.72178340       6.42074719E-02   5.31782769E-02  0.887309313       1.08825457       1.31996851E-02   8.54785889E-02   4.25491575E-03  0.215912625      0.138799056       4.95975304       1.49334583E-03   1.48502011E-02   1.36973023      0.136732638    
        2018   5.50539196E-02   1.35911871E-02  0.133177429       1.19981598E-02  0.273095757       1.11507857E-02  0.250852793       1.61762583      0.645589232      0.178794876       1.34880217E-02  0.447198361      0.148459464      0.829435050       8.14984553E-03   7.66061200E-03   8.13082159E-02   5.34921736E-02   2.02286802E-02  0.340881169       9.59504582E-03  0.266730845       1.80192906E-02  0.322420806      0.227632776       2.99058914       8.53155330E-02   4.76176739E-02   1.25284255      0.987728179       5.91783784E-03   8.97603557E-02   1.06756277E-02  0.340618342      0.107559748       6.21481037       6.59578573E-03   1.37900505E-02   1.09817421      0.246475786    
        2019   6.38309717E-02   1.57811344E-02  0.217398882       8.88645928E-03  0.140586719       1.77805256E-02  0.264040470       2.17235231      0.520174205       7.71204829E-02   1.86213478E-02  0.301552802      0.310933352      0.756382346       5.13496948E-03   1.14515368E-02   6.70273900E-02   4.23621535E-02   3.25910412E-02  0.211105898       2.25897674E-02  0.119933240       2.38832962E-02  0.426202625      0.280319571       1.94162953       5.81255369E-02   5.71733713E-02  0.575749099      0.947715700       7.43927946E-03   6.82001933E-02   1.69536043E-02  0.301942676      0.146168485       6.24201298       8.11008643E-03   2.87488010E-02   1.46995103       1.01723373    
        2020   9.08956826E-02   1.25621594E-02  0.217306510       1.65599883E-02  0.166110903       2.74101850E-02  0.385262489       2.58783817      0.567491889       7.84248710E-02   3.45759615E-02  0.200420752      0.366269827      0.768099427       1.04828347E-02   1.49114728E-02   9.11350325E-02   4.08903807E-02   3.64343822E-02  0.239039019       2.52048597E-02  0.141685233       1.89118218E-02  0.390005976      0.239631981       1.98721445       8.92050490E-02   6.94097430E-02  0.605904698      0.905429423       1.04425987E-02   8.28494877E-02   4.80757989E-02  0.350260407      0.123230748       4.98483944       8.32092203E-03   2.97496766E-02   1.27151835      0.185088351    
 BOB            
      year       AT       BA       BE       BG       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       GR       HR       HU       IE       IT       LT       LU       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA      ATL      BAS      BLS      MED      NOS      BIC
        1995   3.15801310E-03   1.93408312E-04   2.05506328E-02   4.47880739E-04   4.20300514E-02   1.02043734E-03   3.51886041E-02  0.174275368       5.53331375E-02   2.13555135E-02   6.65458711E-03  0.299194992       4.04769741E-02  0.126736000       3.51738010E-04   3.85655760E-04   1.52344455E-03   3.19991587E-03   2.83586979E-03   1.68875419E-02   1.57751469E-03   1.27952415E-02   7.23065808E-04   3.09619289E-02   6.92568868E-02  0.103483424       1.53732952E-03   2.86781054E-04  0.194413051      0.245861694       4.69252496E-04   3.65639967E-03   2.88155279E-04   4.48239557E-02   2.41377875E-02  0.154426202       8.42771842E-05   8.12641752E-04   6.82012662E-02   3.33032720E-02
        1996   3.49741010E-03   4.97196452E-04   1.08874543E-02   4.75428184E-04   2.61069648E-02   1.72594108E-03   1.75625719E-02   8.88976678E-02   3.80403958E-02   3.77250984E-02   3.72872758E-03  0.470574170       2.54466217E-02  0.115255147       8.10029742E-04   4.79259848E-04   3.63370660E-03   3.71134048E-03   5.62380068E-03   1.27373859E-02   7.84609292E-04   1.56866256E-02   1.89080276E-03   3.36471945E-02   7.71170780E-02   8.96560773E-02   5.34548610E-03   6.42716186E-04  0.191953361      0.295122266       5.35617990E-04   3.53029673E-03   8.94665893E-04   3.38954963E-02   2.22137272E-02  0.164885461       1.07969747E-04   1.23795634E-03   5.54447360E-02   3.61915939E-02
        1997   1.50784105E-03   2.45761737E-04   1.40069285E-02   4.21531877E-04   1.93877146E-02   1.05987315E-03   5.92095219E-03   5.79922274E-02   3.21504436E-02   2.43313983E-02   6.86836708E-03  0.337402433       2.55578030E-02  0.139295921       8.35968240E-04   4.34951013E-04   2.78931228E-03   4.71623242E-03   5.65500092E-03   1.05800554E-02   8.10296682E-04   1.24526760E-02   5.28554898E-04   1.95665006E-02   5.82462475E-02   5.36781996E-02   2.68438412E-03   4.75521141E-04  0.150286406      0.234755844       4.28266183E-04   2.27862247E-03   1.15178176E-03   1.77640300E-02   2.08979491E-02  0.161154538       1.70693136E-04   1.77159312E-03   5.40652499E-02   4.86721061E-02
        1998   5.76428883E-03   1.83425960E-04   1.69264134E-02   6.25682529E-04   4.28624563E-02   7.12227367E-04   3.63058969E-02  0.117297538       3.80728841E-02   2.16083210E-02   2.99604656E-03  0.329125613       2.30950993E-02   8.03330243E-02   3.37736157E-04   5.11104008E-04   6.50830753E-03   3.33943078E-03   3.56561248E-03   1.43387699E-02   1.20960362E-03   1.36214253E-02   2.07066652E-03   2.48191990E-02   6.23291954E-02  0.139603794       7.58218905E-03   5.55495208E-04  0.234910995      0.229750514       4.41501848E-04   6.30361447E-03   4.79600829E-04   4.17748801E-02   1.56338569E-02  0.181576446       3.31275951E-04   5.60823595E-04   6.50956035E-02   2.89394427E-02
        1999   3.03906319E-03   2.58713495E-04   1.69228930E-02   4.60280135E-04   4.26265299E-02   9.21270228E-04   1.94410384E-02  0.109277569       4.42086756E-02   2.38661934E-02   3.26164276E-03  0.289185941       2.43817233E-02  0.160001785       1.19249598E-04   6.05749257E-04   8.42489582E-03   5.06504113E-03   5.16663911E-03   1.86736155E-02   5.36859909E-04   1.58980563E-02   1.11616217E-03   3.17773595E-02   5.85261509E-02  0.124565393       7.79899536E-03   5.90905605E-04  0.207997397      0.230942905       6.81826088E-04   6.03281846E-03   2.88649258E-04   3.94527167E-02   2.03543957E-02  0.198779970       1.53706467E-04   6.91254449E-04   8.70566890E-02   3.10489666E-02
        2000   2.38874601E-03   5.68555901E-04   3.04993261E-02   8.99122155E-04   3.36208381E-02   2.19424698E-03   1.14897257E-02  0.136114463       3.86271663E-02   2.25764159E-02   5.05266618E-03  0.294155478       4.37623337E-02  0.150534749       4.34713409E-04   4.09892091E-04   3.28590604E-03   5.39222080E-03   5.62806055E-03   1.65769868E-02   1.65432435E-03   1.26533406E-02   8.28427030E-04   4.19089533E-02   4.57416251E-02   6.47432283E-02   5.65598672E-03   7.97205081E-04  0.196233153      0.227771893       4.25638922E-04   2.70260358E-03   9.09384282E-04   3.42855193E-02   2.15715431E-02  0.214581534       2.11850886E-04   1.14880747E-03   7.67184794E-02   3.56448852E-02
        2001   2.04602256E-03   2.49353325E-04   1.28033413E-02   6.36938552E-04   3.82796824E-02   6.20522129E-04   5.70467114E-03   7.77272135E-02   2.45736483E-02   3.60005759E-02   2.46256660E-03  0.290014625       1.63872782E-02  0.110451482       8.48419964E-04   4.41947690E-04   2.76436866E-03   4.33297129E-03   3.59872519E-03   8.07023793E-03   5.91601769E-04   1.45617789E-02   2.88125244E-04   2.42038537E-02   5.35750426E-02   4.52731661E-02   2.44677952E-03   4.92770283E-04  0.332979143      0.171613887       3.37137375E-04   2.18182709E-03   3.07573634E-03   2.08153669E-02   1.98120065E-02  0.200868323       5.43026254E-04   9.58844728E-04   6.06789254E-02   3.85881141E-02
        2002   2.65328214E-03   5.03373099E-04   1.22275623E-02   6.46742352E-04   2.07706187E-02   1.10937201E-03   5.77498134E-03   7.14782476E-02   2.28065830E-02   1.81804206E-02   6.44657109E-03  0.269017428       2.32825391E-02   8.82527828E-02   3.36667668E-04   4.14002337E-04   2.19157687E-03   4.86478722E-03   4.88693640E-03   6.48771506E-03   6.97022362E-04   7.15198135E-03   3.40851955E-04   2.00003032E-02   6.73033297E-02   4.59003076E-02   1.99833093E-03   4.66486730E-04  0.149334162      0.218686923       7.01988989E-04   1.70752348E-03   2.63710564E-04   1.26686106E-02   2.81995386E-02  0.231908888       8.34774401E-05   8.59930820E-04   5.97951077E-02   4.46995050E-02
        2003   6.83875429E-03   9.18174279E-04   2.14264523E-02   1.17832923E-03   1.68801062E-02   1.57243188E-03   2.26405840E-02  0.136430979       4.33254503E-02   1.64425541E-02   9.15318076E-03  0.189056128       3.59599702E-02  0.141139820       6.89192617E-04   4.53091721E-04   9.30518843E-03   6.22787979E-03   7.88526982E-03   1.01792486E-02   1.06486515E-03   8.49632267E-03   7.60381634E-04   3.54256742E-02   6.67613745E-02  0.133017331       6.79039303E-03   1.52820093E-03  0.140698329      0.175560966       1.02397997E-03   7.34634325E-03   5.13315608E-04   1.96260717E-02   2.44016927E-02  0.214541525       6.02404878E-04   2.13144883E-03   9.69206765E-02   1.87858772E-02
        2004   2.74998718E-03   3.55542754E-04   1.91596262E-02   5.35116647E-04   3.59108336E-02   9.28380934E-04   1.24902986E-02  0.112947240       3.80040817E-02   2.06729919E-02   2.99721211E-03  0.236757025       2.56700460E-02  0.102095023       3.44316242E-04   4.82024392E-04   3.15888668E-03   4.49525472E-03   3.55634745E-03   2.01836452E-02   1.16678723E-03   1.69843398E-02   8.32768274E-04   2.78829299E-02   5.60597368E-02   9.38579664E-02   3.92180216E-03   7.74496060E-04  0.170523882      0.181235999       4.15061106E-04   2.27247272E-03   6.52949617E-04   2.94986703E-02   2.31459700E-02  0.232391179       4.08069754E-04   1.07837527E-03   8.66074860E-02   3.19950618E-02
        2005   1.13527076E-02   1.33007206E-03   1.91045515E-02   5.34668216E-04   2.40180064E-02   3.36731528E-03   3.28770205E-02  0.154340208       4.94896136E-02   1.38564911E-02   1.16787050E-02  0.151785076       4.39592898E-02   9.41754729E-02   1.30458109E-04   6.87183812E-04   1.50305713E-02   5.34256967E-03   1.18839359E-02   9.80514474E-03   1.55561941E-03   9.88883898E-03   6.28031557E-04   2.73964405E-02   5.43578044E-02  0.174082637       1.15960212E-02   2.61274795E-03  0.230086982      0.211458027       2.32802494E-03   1.00686383E-02   3.01079359E-04   4.66070808E-02   2.46050619E-02  0.241428420       4.39389318E-04   2.39680661E-03   8.82366970E-02   3.26764658E-02
        2006   3.56833101E-03   1.83131240E-04   1.54138263E-02   6.67249085E-04   1.62400287E-02   1.46306399E-03   1.15007553E-02   7.99732879E-02   3.75949144E-02   2.35007033E-02   4.24892409E-03  0.252652884       2.98670270E-02  0.125878662       1.94206470E-04   4.92370513E-04   2.73960852E-03   4.84419381E-03   4.98950761E-03   1.31453276E-02   9.64925275E-04   1.40889278E-02   2.24167990E-04   2.17567440E-02   5.09387106E-02   5.46201691E-02   2.02174112E-03   2.48695113E-04  0.250959367      0.159112751       4.32727975E-04   2.05036765E-03   3.37510341E-04   5.80051541E-03   2.32128184E-02  0.230335906       1.72919972E-04   1.03220355E-03   9.15129259E-02   3.85179892E-02
