 OXN dry deposition
 ARC            
      year       AT       BA       BE       BG       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       GR       HR       HU       IE       IT       LT       LU       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA      ATL      BAS      BLS      MED      NOS      BIC
        2007   7.60547295E-02   2.61680363E-03  0.424368083       3.68183968E-03   2.38821898E-02   4.61455733E-02  0.191742599       1.89935875      0.410289943       3.93398525E-03  0.118261315       1.70650221E-02  0.821771801       1.29278064       4.85908892E-03   5.59917605E-03   2.29109041E-02   5.06821871E-02   7.22591579E-02   2.05279551E-02   1.47662256E-02   9.67150554E-03   1.14116399E-03  0.549492776       5.52657284E-02  0.502499878       1.37692718E-02   6.08934695E-03   8.48573893E-02   7.84135610E-02   6.76606037E-03   1.71384849E-02   7.16677820E-03   3.29932235E-02  0.132642508      0.563134730       9.20999097E-04   2.71994900E-02   1.14447272      0.196707919    
        2008   7.88539797E-02   2.05165129E-02  0.383312851       7.43946247E-03   2.18645409E-02   3.58060449E-02  0.147277668       1.71018541      0.213683441       7.52162421E-03  0.143921614       2.04174109E-02  0.860690296       1.26753521       6.63329149E-03   1.62702147E-02   6.07662909E-02   6.76971897E-02  0.109661378       1.74545255E-02   1.48342736E-02   1.02279373E-02   1.08207739E-03  0.519867659       4.83949333E-02  0.445708871       2.89943349E-02   3.23175006E-02   9.92222205E-02   6.87308833E-02   9.84546170E-03   3.84397879E-02   6.28789142E-03   4.00314182E-02  0.166839838      0.380603045       1.16729655E-03   3.79845276E-02   1.10610330      0.120006025    
        2009   8.23558941E-02   6.71973918E-03  0.290659964       9.61735193E-03   3.38849537E-02   5.33435680E-02  0.236259624       2.15940833      0.206953809       7.74304196E-03  0.137838989       2.16284133E-02  0.786733091      0.765673637       9.02080629E-03   9.88937076E-03   3.43755074E-02   3.99731584E-02  0.118098922       2.02098936E-02   2.26253662E-02   9.31395777E-03   4.42521088E-03  0.409144968       6.44549429E-02  0.558336556       4.08716127E-02   1.51959900E-02  0.182391390       5.75769991E-02   1.10155167E-02   2.69968882E-02   1.40560232E-02   3.96076292E-02  0.152257174      0.358366072       2.67188298E-03   4.37738672E-02  0.992311180      0.382919729    
        2010   6.66656271E-02   3.64102842E-03  0.283895791       1.12069258E-03   2.61478741E-02   2.16977280E-02  0.193892822       1.90938425      0.296080798       8.01191386E-03   6.84660152E-02   3.59112583E-02  0.598698974      0.729703605       3.10890679E-03   8.00242927E-03   6.50933012E-02   2.46237908E-02   6.62178025E-02   1.11739570E-02   4.15120460E-02   1.03238551E-02   1.18146848E-03  0.386513799       8.19354132E-02  0.577066064       1.43158119E-02   2.55275313E-02  0.108948238      0.135940671       7.08405115E-03   3.90070602E-02   1.16716912E-02   5.94935417E-02  0.111188605      0.531136990       1.33750169E-03   2.72262506E-02  0.964313149      0.162937790    
        2011   5.55452965E-02   6.33839285E-03  0.345835686       3.80536169E-03   1.72427092E-02   2.90282276E-02  0.146064028       2.00300694      0.206522971       3.18448152E-03   9.61486027E-02   1.51546989E-02  0.698795855       1.04440129       3.48704541E-03   1.21400505E-02   4.54012938E-02   3.65079269E-02   8.05054158E-02   7.77676515E-03   5.73398694E-02   3.85934417E-03   1.27734779E-03  0.488854587       5.55677339E-02  0.379121304       1.27464393E-02   1.93394162E-02   3.04429196E-02   5.97232953E-02   1.17485840E-02   2.81983595E-02   1.09084952E-03   1.85091849E-02  0.159947023      0.417842835       7.05731683E-04   2.93139052E-02   1.09642851      0.105249636    
        2012   5.84266745E-02   3.39607894E-03  0.381261379       6.96511008E-04   1.27838599E-02   2.71104015E-02  0.141503572       2.42759585      0.114482671       4.23356984E-03  0.159630507       1.27274040E-02  0.794339597      0.979493558       1.00720837E-03   6.43354515E-03   1.28488103E-02   5.05106151E-02   4.22260948E-02   1.09004658E-02   7.69643784E-02   7.86377676E-03   4.29831503E-04  0.506164968       5.26501387E-02  0.416968584       2.60309386E-03   5.54969022E-03   5.36521524E-02   5.12229539E-02   5.36525296E-03   1.41289551E-02   2.23034294E-03   3.06182839E-02  0.194447950      0.352016658       5.60786400E-04   4.15798165E-02   1.00090289       9.52700153E-02
        2013   5.24355806E-02   5.28241741E-03  0.330792546       2.33666063E-03   5.09358793E-02   2.66368054E-02  0.119222224       1.67827690      0.195606381       9.95919388E-03  0.132921830       4.01710272E-02  0.686354995      0.898150623       2.78301933E-03   1.18698711E-02   3.72555256E-02   4.21100669E-02   6.97144344E-02   3.29688825E-02   3.31228226E-02   1.87834483E-02   1.12321321E-03  0.450375795       4.47584204E-02  0.535451472       1.32137239E-02   1.36759272E-02   7.03655705E-02   8.23286995E-02   1.24901580E-02   2.98643131E-02   2.85335234E-03   6.03331104E-02  0.138252556      0.293866694       1.00801676E-03   3.99750657E-02  0.853580296      0.141991779    
        2014   9.71925855E-02   5.54784387E-03  0.299311817       1.30260605E-02   3.49170864E-02   4.05367166E-02  0.183386415       2.30784965      0.199181616       3.49655049E-03   8.17123801E-02   9.58495587E-03  0.579726517      0.794518709       6.99759228E-03   1.19728195E-02   6.43099993E-02   3.46801914E-02   5.33159934E-02   1.59222540E-02   3.98682058E-02   7.37367803E-03   3.30101070E-03  0.482933909       3.77850235E-02  0.658816755       4.60304245E-02   3.02233417E-02   9.67053249E-02   6.63661137E-02   1.30557530E-02   4.84713987E-02   1.52619751E-02  0.116037160       9.13190618E-02  0.392046601       3.12758004E-03   3.48887704E-02  0.908977509      0.111223057    
        2015  0.104200698       5.94787346E-03  0.320893824       1.39653105E-02   3.74347940E-02   4.34596315E-02  0.196609572       2.47425818      0.213543698       3.74867069E-03   8.76042843E-02   1.02760829E-02  0.621527970      0.851807833       7.50215678E-03   1.28361247E-02   6.89470991E-02   3.71808223E-02   5.71603663E-02   1.70703344E-02   4.27429192E-02   7.90536031E-03   3.53903137E-03  0.517756045       4.05095294E-02  0.706321001       4.93494682E-02   3.24026085E-02  0.103678308       7.11514726E-02   1.39971441E-02   5.19664474E-02   1.63624454E-02  0.124404065       9.79036614E-02  0.420315266       3.35309538E-03   3.74044403E-02  0.974519670      0.119242840    
        2016   3.78639549E-02   1.08652876E-03  0.341209561       2.70826102E-04   1.88489202E-02   1.80868134E-02  0.104006924       2.02363968      0.295359284       6.13603927E-03   4.59662117E-02   1.97376125E-02  0.416700214      0.844703019       2.84319918E-04   3.47317965E-03   1.94863714E-02   4.92206290E-02   2.97804009E-02   1.95352118E-02   1.81929134E-02   8.39361735E-03   7.90190184E-04  0.654691935       3.95592190E-02  0.495344311       4.75729164E-03   4.97462973E-03   8.32384080E-02   8.36810172E-02   4.26900433E-03   1.71802472E-02   5.61181805E-04   2.20886935E-02   6.55504540E-02  0.419597656       2.85954913E-04   1.09898075E-02  0.920963824      0.328493387    
        2017   4.78265695E-02   1.42787385E-03  0.292832524       4.42284480E-04   1.39542846E-02   1.85867473E-02   8.89863148E-02   1.99548435      0.320647418       4.51756082E-03   5.60249612E-02   9.03802924E-03  0.408175647       1.01597691       4.53785207E-04   3.89978825E-03   1.63724702E-02   6.60239533E-02   2.50088237E-02   1.27862263E-02   1.48461992E-02   7.79803889E-03   1.09429006E-03  0.616006851       6.07077293E-02  0.346581250       9.69899818E-03   5.82759874E-03   4.77038510E-02   4.33452167E-02   4.34713392E-03   1.28210280E-02   9.15403885E-04   2.43440531E-02  0.106236503      0.380899698       3.78592464E-04   1.68357156E-02   1.08797228       6.72725290E-02
        2018   5.01384325E-02   6.06622733E-03  0.231004015       2.72968318E-03   2.56104786E-02   1.74647700E-02  0.112456419       1.71306157      0.191340744       7.06364634E-03   3.83671112E-02   2.24002302E-02  0.324484855      0.756385326       4.13372740E-03   5.12780435E-03   1.88634414E-02   4.43243869E-02   3.77791896E-02   1.99046172E-02   2.06768643E-02   1.39647219E-02   3.00023728E-03  0.429755986       3.29272971E-02  0.526539207       1.35358153E-02   1.17821563E-02   8.97305310E-02   7.55982921E-02   5.39590698E-03   1.45314857E-02   1.73472927E-03   3.26157399E-02   7.56541342E-02  0.414349139       1.37192209E-03   1.87715087E-02  0.729681313       3.73763405E-02
        2019   7.81645998E-02   8.22866056E-03  0.223922193       3.71741620E-03   4.99973865E-03   2.35772319E-02  0.132465348       1.72760689      0.193942711       3.00029549E-03   6.48845509E-02   1.03213768E-02  0.411871552      0.613186717       3.66235361E-03   9.74158384E-03   3.50857489E-02   3.44738699E-02   4.37978134E-02   7.65398098E-03   2.25396212E-02   4.12893994E-03   1.44828740E-03  0.449081302       4.02543098E-02  0.357514739       1.56954490E-02   2.31496412E-02   2.41587255E-02   6.30408674E-02   7.80737773E-03   2.24813633E-02   1.02547777E-03   1.84460580E-02   9.80726853E-02  0.470777571       5.55352541E-04   4.28909585E-02  0.970162153      0.338564277    
        2020   3.58765498E-02   3.69524630E-03  0.208752438       2.04221718E-03   1.35095604E-02   1.53449485E-02   6.87233657E-02   1.29651701      0.132906929       1.89863949E-03   6.05221689E-02   7.07878033E-03  0.363910884      0.632814705       1.70922535E-03   6.46867091E-03   2.01266855E-02   3.54870521E-02   2.25637723E-02   9.95508023E-03   1.54659096E-02   5.18501224E-03   1.13439385E-03  0.439583719       2.45123021E-02  0.181640401       1.04118390E-02   1.30028361E-02   2.93283705E-02   4.59022000E-02   5.16706472E-03   1.32334419E-02   3.66180157E-03   2.47685742E-02   8.52748081E-02  0.238031119       8.82681168E-04   2.08142810E-02  0.836270094       3.93249691E-02
 RDN dry deposition
 ARC            
      year       AT       BA       BE       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       HR       HU       IE       IT       LT       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA
        1995   2.27879686E-03   7.16590846E-04   5.14323357E-03   1.25982640E-02   2.29206379E-03   2.74801836E-03   4.19063680E-02   2.41664741E-02   8.32097046E-03   9.66403575E-04  0.209588483       1.30882794E-02   2.10413779E-03   1.80870551E-03   3.25759919E-03   1.09549169E-03   5.19944774E-03   8.09745770E-03   5.86824538E-03   6.95524446E-04   9.67107527E-03   9.41700768E-03   4.06499580E-02   1.59660529E-03   9.54101444E-04   7.06209335E-03  0.111747764       9.20918304E-04   1.26152323E-03   3.44552973E-04   7.23379944E-03
        1996   2.00125808E-03   1.91601503E-04   3.52093065E-03   2.47433502E-02   8.96812940E-04   3.28325713E-03   3.44289616E-02   2.80724186E-02   1.71149522E-02   2.68549338E-04  0.230321184       1.05225751E-02   2.12583994E-03   5.27921424E-04   1.18277525E-03   1.74606952E-03   2.06577638E-03   1.05680740E-02   9.82684921E-03   1.96017744E-03   9.99888405E-03   6.71505136E-03   3.37716006E-02   3.79445474E-03   4.50479245E-04   2.89194807E-02   9.24062505E-02   5.49860997E-04   1.03749940E-03   4.62072931E-04   1.42251402E-02
        1997   8.91396485E-04   5.71344630E-04   2.48736469E-03   1.06198937E-02   5.28972712E-04   1.31256995E-03   2.18798574E-02   2.12311763E-02   8.31433665E-03   4.09404252E-04  0.235113606       1.16129313E-02   4.29066224E-03   6.41854131E-04   1.38172088E-03   1.65947783E-03   1.33040675E-03   6.93445839E-03   4.02201014E-03   1.35592622E-04   6.95232721E-03   9.58223082E-03   1.89210419E-02   1.23179704E-03   5.62670466E-04   3.97354504E-03   9.86001492E-02   4.78848262E-04   7.81403098E-04   2.70845601E-04   2.77610985E-03
        1998   6.78309181E-04   4.73019347E-04   3.56950704E-03   2.46318784E-02   3.11015465E-04   8.76190898E-04   3.28594297E-02   2.02126373E-02   1.55070582E-02   1.28218660E-03  0.236065000       9.99850780E-03   6.55494863E-03   5.59718348E-04   1.47326558E-03   1.18989148E-03   1.54235668E-03   1.60078164E-02   9.21965856E-03   1.85221271E-03   9.05101839E-03   6.42114785E-03   2.67412290E-02   5.47093898E-03   1.04371214E-03   8.33916757E-03   9.31287482E-02   4.02371952E-04   1.18132855E-03   1.54558438E-04   1.31010907E-02
        1999   1.20164361E-03   3.27038229E-04   3.73342168E-03   2.69040428E-02   3.71303555E-04   1.80677592E-03   4.19396907E-02   3.93381044E-02   1.38797220E-02   7.57860311E-04  0.233774707       8.99825990E-03   3.67683452E-03   5.46260155E-04   2.32037297E-03   1.80791516E-03   3.18945758E-03   1.62309222E-02   7.21484609E-03   9.84314363E-04   1.01530412E-02   7.37435417E-03   2.79692523E-02   2.66942498E-03   3.42399202E-04   7.05044391E-03  0.126834407       3.87258158E-04   1.69982086E-03   2.76770967E-04   1.61392912E-02
        2000   1.02047552E-03   2.91906239E-04   3.96884559E-03   2.92478427E-02   7.89168989E-04   2.13729101E-03   4.52098139E-02   1.89415962E-02   1.05893537E-02   4.69229184E-04  0.162750959       1.09641524E-02   1.82079815E-03   8.44900671E-04   1.61720265E-03   7.53096538E-04   2.11659097E-03   2.07052734E-02   1.09923007E-02   1.14608579E-03   9.42178909E-03   3.60450288E-03   2.62846109E-02   4.61420976E-03   6.43769046E-04   1.13081383E-02   7.96281397E-02   2.46278913E-04   8.47445859E-04   2.40080364E-04   2.47841459E-02
        2001   4.12279449E-04   1.45116515E-04   1.18807296E-03   2.46545523E-02   2.43341492E-04   1.22825371E-03   2.73317583E-02   1.84458364E-02   1.17668044E-02   1.21966848E-04  0.205953807       2.68416223E-03   8.72567471E-04   2.03777163E-04   3.70975002E-04   1.86105119E-03   3.39889812E-04   2.31810734E-02   9.90828779E-03   3.23183194E-04   3.24887293E-03   5.04582189E-03   1.79362800E-02   2.97749270E-04   1.61396019E-04   1.40457433E-02   8.85689855E-02   2.03824718E-04   3.26458947E-04   1.49093554E-04   6.97901007E-03
        2002   6.83026679E-04   3.88722576E-04   1.42970122E-03   1.38364211E-02   5.04450640E-04   5.71552140E-04   2.27231886E-02   2.02412084E-02   8.26896913E-03   3.97330150E-04  0.241997465       6.85134763E-03   5.74926659E-03   2.59240507E-04   7.91116967E-04   2.22582370E-03   7.44949910E-04   1.49117094E-02   6.64388156E-03   2.02022900E-04   5.13680233E-03   7.58684753E-03   8.58748704E-03   1.87378144E-03   9.17154015E-04   2.46277940E-03   7.97489062E-02   1.34043396E-04   5.05252392E-04   6.98707649E-04   4.22680099E-03
        2003   9.48467234E-04   1.33158785E-04   4.33399761E-03   1.33760730E-02   5.44288603E-04   2.10976205E-03   3.13319750E-02   2.31109224E-02   6.98309485E-03   1.02414470E-03  0.212247461       1.47040291E-02   8.09273310E-03   5.57595631E-04   1.41641463E-03   3.08705657E-03   2.49840156E-03   1.44545455E-02   7.93307740E-03   9.97190131E-04   5.73926838E-03   6.47053076E-03   3.07578985E-02   7.67847290E-03   6.24058011E-04   2.83701206E-03   9.14662480E-02   2.43979172E-04   9.56402859E-04   4.38256306E-04   1.47034945E-02
        2004   3.33674572E-04   1.29516950E-04   2.29531201E-03   1.42004350E-02   3.30182986E-04   1.57481560E-03   3.60187106E-02   1.92854311E-02   8.23073462E-03   4.70593339E-04  0.192229450       7.45519716E-03   4.93924366E-03   1.56825146E-04   3.06698930E-04   1.17891002E-03   9.46823624E-04   1.62736606E-02   6.56595407E-03   7.05473823E-04   6.19290117E-03   5.27879735E-03   2.05627736E-02   1.50145125E-03   1.83099532E-04   7.24748150E-03   9.44188684E-02   9.77232485E-05   1.85079785E-04   1.07015214E-04   1.69972386E-02
        2005   2.39663292E-03   1.60253418E-04   2.76914309E-03   2.32886020E-02   1.13343319E-03   4.50637005E-03   3.98393087E-02   3.24769616E-02   4.48242575E-03   9.74376046E-04  0.243438259       1.33459484E-02   6.57413574E-03   3.83749139E-04   2.74658459E-03   1.26473152E-03   1.91962591E-03   1.29982457E-02   7.92958401E-03   5.75214683E-04   7.25472439E-03   6.08125422E-03   5.76354489E-02   5.33329789E-03   5.42411581E-04   7.40093878E-03  0.111021109       3.21258558E-04   1.19045586E-03   1.74434448E-04   1.43410685E-02
        2006   1.52372068E-03   2.42340277E-04   3.31472256E-03   1.29187237E-02   1.38109713E-03   3.45157599E-03   4.41871546E-02   2.44012624E-02   1.11088939E-02   3.73135961E-04  0.246789262       1.18769929E-02   4.37916489E-03   6.15343917E-04   3.06069525E-03   1.28770259E-03   3.95090831E-03   8.66167340E-03   7.74742523E-03   2.88612180E-04   7.12475041E-03   5.45182731E-03   3.31259035E-02   2.08473811E-03   3.66277702E-04   1.03527028E-02   8.90282020E-02   3.84940387E-04   9.13531345E-04   1.30315413E-04   2.57642195E-03
        2007   1.83825660E-03   1.36271789E-04   1.55422918E-03   1.02611268E-02   3.39087070E-04   2.50021787E-03   3.37911248E-02   1.80882439E-02   3.51272942E-03   3.53651238E-04  0.262871087       5.91316493E-03   6.09875238E-03   3.65688436E-04   1.02036854E-03   1.66291138E-03   7.04534003E-04   7.50308065E-03   5.31976856E-03   3.53037554E-04   4.74706385E-03   8.36953614E-03   2.54582576E-02   6.50905946E-04   1.34882881E-04   4.27810056E-03   8.95778835E-02   3.39545950E-04   6.92731119E-04   3.06984031E-04   1.75682059E-03
        2008   1.10909087E-03   5.46825933E-04   2.17912998E-03   1.39735341E-02   4.84681776E-04   1.25146855E-03   3.05439532E-02   1.79789923E-02   7.20861647E-03   2.15060878E-04  0.249808952       7.56213954E-03   6.11272966E-03   4.67993203E-04   1.27268489E-03   2.30080704E-03   1.58781081E-03   6.47296803E-03   6.13659341E-03   7.81484356E-04   6.44262461E-03   1.13840979E-02   1.58192292E-02   1.59383484E-03   4.13042726E-04   2.56847846E-03   7.94698820E-02   3.62394901E-04   7.03055819E-04   1.36943738E-04   3.11091635E-03
        2009   6.95708615E-04   4.11925954E-04   2.47829198E-03   2.17025969E-02   4.94318490E-04   1.70369982E-03   2.84413490E-02   1.67682506E-02   1.59043856E-02   2.48206634E-04  0.265521020       9.48701892E-03   5.20136673E-03   3.08089511E-04   1.30423461E-03   1.43616123E-03   6.47262263E-04   1.05765378E-02   1.25838751E-02   2.36740059E-04   6.17618160E-03   5.69986273E-03   2.37042401E-02   1.14779023E-03   4.23083751E-04   9.00627952E-03   6.94113970E-02   1.20702607E-04   6.68507302E-04   1.27250518E-04   3.66366492E-03
        2010   3.15444777E-04   7.92688734E-05   2.09546392E-03   3.06265149E-02   2.94406258E-04   1.34818594E-03   2.22201217E-02   1.60439946E-02   1.60687678E-02   2.77939165E-04  0.269889742       5.75955631E-03   6.50886539E-03   2.56662082E-04   9.91274137E-04   1.58016884E-03   1.29171502E-04   1.40067749E-02   1.33922361E-02   2.58057757E-04   5.73059591E-03   5.94371278E-03   2.86944509E-02   7.19088537E-04   2.75445462E-04   3.53838205E-02   6.60257041E-02   1.41203956E-04   3.43517080E-04   1.65132878E-04   5.34791616E-04
        2011   8.02029157E-04   7.55253423E-05   2.55529350E-03   2.31583826E-02   4.50728636E-04   2.15413957E-03   4.11445051E-02   2.07200497E-02   1.38477916E-02   4.08501917E-04  0.227463245       7.79530033E-03   1.22568337E-02   2.02524752E-04   1.10955874E-03   2.27021403E-03   2.48812546E-04   1.15234386E-02   8.60618800E-03   9.48380970E-04   7.57016661E-03   9.59770009E-03   2.42162943E-02   2.53873388E-03   3.13442695E-04   1.48740327E-02   9.41398442E-02   9.80899058E-05   4.66781697E-04   1.50831474E-05   3.28372611E-04
        2012   7.21713994E-04   9.29580783E-05   3.46261007E-03   2.10173968E-02   4.57865535E-04   1.38240319E-03   3.18594426E-02   2.19127294E-02   1.62135996E-02   3.05898226E-04  0.233989999       8.22300464E-03   7.97271822E-03   1.82632444E-04   9.20939725E-04   1.43205072E-03   5.18313434E-04   1.53922448E-02   1.34262582E-02   1.98421039E-04   7.21758744E-03   6.74556848E-03   3.04330215E-02   7.99119822E-04   1.21990546E-04   3.63514870E-02   7.92205185E-02   1.19755729E-04   4.21384262E-04   1.18946162E-04   5.67423645E-04
        2013   2.48184020E-04   7.00003293E-05   1.49252347E-03   9.37053282E-03   3.30887036E-04   1.40469358E-03   2.56547164E-02   1.79829672E-02   1.02795921E-02   3.64684412E-04  0.229728714       5.14939660E-03   5.58853056E-03   2.03859454E-04   7.61121802E-04   1.89281628E-03   4.30147105E-04   6.36139186E-03   5.22916764E-03   2.91582983E-05   5.15179522E-03   7.11612450E-03   1.95243116E-02   1.90072344E-04   4.18025389E-04   4.67793643E-03   8.99807885E-02   1.40551841E-04   3.28428636E-04   5.14500061E-05   1.14743609E-03
        2014   4.81125055E-04   9.50875401E-05   1.64953701E-03   2.68943347E-02   3.81134480E-04   1.68791623E-03   4.41201851E-02   1.97053719E-02   2.50376333E-02   5.07202698E-04  0.234688133       8.98399297E-03   5.99135272E-03   1.96433873E-04   1.36112655E-03   1.41637248E-03   5.14815620E-04   1.91771816E-02   1.37389554E-02   2.57653359E-04   7.04703061E-03   4.91768634E-03   2.78828628E-02   2.14173691E-03   4.66606929E-04   2.25754175E-02   7.04539269E-02   1.15177201E-04   8.19543493E-04   6.71636313E-04   6.32289657E-03
        2015   4.27530700E-04   8.44953756E-05   1.46578881E-03   2.38984730E-02   3.38678452E-04   1.49989279E-03   3.92054692E-02   1.75103154E-02   2.22485960E-02   4.50703461E-04  0.208545327       7.98323192E-03   5.32395300E-03   1.74552348E-04   1.20950548E-03   1.25859736E-03   4.57468355E-04   1.70409624E-02   1.22085204E-02   2.28952369E-04   6.26203511E-03   4.36988613E-03   2.47768834E-02   1.90316059E-03   4.14629787E-04   2.00606566E-02   6.26057982E-02   1.02347170E-04   7.28251413E-04   5.96820144E-04   5.61856525E-03
        2016   4.92923893E-04  -2.33521005E-05   1.23413105E-03   1.61213726E-02   1.87749451E-04   1.50282122E-03   4.13593091E-02   2.86396779E-02   1.33899227E-02   2.04195094E-04  0.227336779       3.75505420E-03   9.76163521E-03   1.62900076E-04   7.33759138E-04   2.70521711E-03   2.49431963E-04   9.28159058E-03   7.69266579E-03   3.49638751E-04   6.07821345E-03   7.18979910E-03   2.36860551E-02   7.46331993E-04   1.36495786E-04   2.71334592E-02  0.102747321       1.10325178E-04   3.71861417E-04   1.40812292E-04   6.92189159E-03
        2017   8.41707631E-04   7.05422717E-05   1.78335805E-03   1.01069761E-02   3.51311144E-04   2.18248134E-03   3.95687595E-02   2.69861408E-02   8.70186370E-03   1.23774528E-03  0.221283570       6.62961416E-03   1.08101694E-02   2.98324652E-04   1.76334078E-03   1.93311286E-03   4.85369732E-04   7.09969969E-03   6.16196077E-03   1.58055584E-04   6.25026412E-03   9.25806351E-03   3.12822312E-02   1.25382096E-03   6.95810653E-04   1.93407778E-02   9.28280875E-02   2.15187174E-04   8.22469068E-04   6.90430461E-05   2.03011022E-03
        2018   9.93229798E-04  -5.26444419E-05   1.64155278E-03   2.14216076E-02   4.87586804E-04   2.80136452E-03   4.20977473E-02   2.55058613E-02   1.63174011E-02   5.07724297E-04  0.261941493       8.33429489E-03   1.58703551E-02   3.14711186E-04   2.25138082E-03   3.36327637E-03   3.55642958E-04   1.45927323E-02   1.04678310E-02   2.81555252E-03   7.06133340E-03   9.59433056E-03   5.02597690E-02   5.44806290E-03   7.28164334E-04   3.63266580E-02   7.78763667E-02   1.63189980E-04   1.52057398E-03   2.85329850E-04   1.26075158E-02
        2019   7.30134139E-04  -2.19466601E-05   2.29403749E-03   2.32401472E-02   4.24478581E-04   1.72153837E-03   2.94407103E-02   1.98686235E-02   1.35146324E-02   9.21016384E-04  0.181701183       6.26896368E-03   1.19009381E-02   1.98914175E-04   1.01752731E-03   3.49729927E-03   4.46173712E-04   1.39769856E-02   1.23820230E-02   5.39653935E-04   7.18186051E-03   9.21549927E-03   2.90442426E-02   1.54503831E-03  -3.88412242E-04   2.02021878E-02   6.91076070E-02   1.42947640E-04   6.16453413E-04   1.14409799E-04   8.35515186E-03
        2020   8.31173325E-04   1.11109279E-04   2.40936736E-03   1.41464574E-02   5.14878193E-04   2.96639954E-03   4.69368882E-02   3.01932208E-02   9.74926259E-03   9.01951222E-04  0.148471341       9.05115716E-03   9.75182746E-03   2.51014484E-04   1.26467133E-03   2.27567134E-03   5.85354341E-04   1.53309396E-02   9.90614668E-03   5.43619681E-04   6.61437120E-03   7.93562923E-03   4.08460051E-02   2.27724970E-03   2.74477643E-04   3.25332992E-02   9.69726816E-02   1.58844879E-04   7.87404715E-04   8.17921769E-04   1.00896535E-02
 BAP            
      year       AT       BA       BE       BY       CH       CZ       DE       DK       EE       ES       FI       FR       GB       HR       HU       IE       IT       LT       LV       MD       NL       NO       PL       RO       RS       RU       SE       SI       SK       TR       UA
        1995   2.04496887E-02   9.91801918E-03   4.55336720E-02  0.160672516       2.17358898E-02   2.19783355E-02   2.09218192       2.15683222       7.07785562E-02   5.65581024E-03  0.101227857       9.46775898E-02   1.99099742E-02   1.22900791E-02   2.18538437E-02   1.86493974E-02   4.29536328E-02  0.290355414      0.137385473       7.08599528E-03  0.338373870       6.44291267E-02   2.00103045       1.43633159E-02   1.03896866E-02  0.176179260       3.00338888       6.14645798E-03   1.66165382E-02   2.33270531E-03   2.87247747E-02
        1996   5.47366478E-02   6.89552817E-03   3.74907516E-02  0.703207552       2.26376075E-02   5.43192253E-02   1.81808949       1.55434978      0.116371386       2.58535752E-03  0.156799540      0.110867575       6.32844260E-03   2.27797888E-02   7.10459575E-02   2.45845821E-02   6.58298358E-02  0.662152052      0.229853168       2.91009266E-02  0.385115355       4.60837409E-02   2.78304243       8.29931274E-02   1.87380053E-02  0.425369829       2.12034273       1.14197284E-02   5.15154190E-02   4.20101918E-03  0.303453624    
        1997   1.45421857E-02   2.44891364E-03   3.53781767E-02  0.118005425       1.66660752E-02   4.71515115E-03   2.24358296       2.16830182       5.44666052E-02   2.20164517E-03  0.122534871      0.100875497       1.34641891E-02   4.99882968E-03   3.36496579E-03   1.34128220E-02   5.99698676E-03  0.340334922      0.120299190       3.26311821E-03  0.274618208       8.19039866E-02   1.57652175       9.05681401E-03   3.09540983E-03  0.117717169       3.01744103       2.40065949E-03   4.09753760E-03   1.86614355E-03   2.26283316E-02
        1998   1.23115592E-02   3.23727867E-03   3.28695327E-02  0.363485932       5.77667495E-03   7.79362442E-03   2.48726225       2.20409560       6.34968281E-02   3.34862387E-03   6.89927563E-02  0.123219550       1.06466329E-02   8.00774246E-03   6.46698009E-03   2.05198471E-02   6.96005812E-03  0.535814047      0.145692959       1.85717009E-02  0.280793607       4.41950001E-02   2.40552187       2.52543855E-02   5.33456495E-03  0.107971005       2.50234795       2.02052691E-03   5.67173213E-03   1.98798068E-03  0.145033836    
        1999   9.69260186E-03   2.30055605E-03   3.06018125E-02  0.278265864       9.79688577E-03   1.45141799E-02   2.84525013       2.18092775       5.64995743E-02   2.56940164E-03   6.90230653E-02   4.74408008E-02   1.71813965E-02   8.64581205E-03   3.12876189E-03   2.05981769E-02   7.07125990E-03  0.586672187      0.140043169       1.99829489E-02  0.341182053       3.79232205E-02   2.20231128       2.37152334E-02   2.48555490E-03  0.125565961       2.59358096       2.92629120E-03   3.77772842E-03   2.14650645E-03  0.203679085    
        2000   2.16038488E-02   3.52781010E-03   1.60024017E-02  0.515026510       2.56904978E-02   1.25424480E-02   2.75112486       2.22917914       5.36301397E-02   2.28528678E-03   7.95854256E-02   5.54214269E-02   5.31963259E-03   1.29402895E-02   1.02252318E-02   1.38778798E-02   1.13703078E-02  0.779769480      0.186271623       3.53016071E-02  0.222771674       5.68034351E-02   2.68827534      0.106852673       6.74512237E-03  0.230596423       2.52770710       2.75002699E-03   7.14144111E-03   1.84614514E-03  0.400714755    
        2001   1.63666345E-02   2.64874520E-03   1.44461570E-02  0.249318540       4.79708333E-03   1.93765163E-02   2.28975177       2.07572722       4.38033640E-02   2.72920867E-03   9.30163562E-02   4.23915423E-02   3.66057120E-02   7.86170457E-03   6.27800589E-03   2.59646308E-02   6.52761571E-03  0.603135049      0.162886202       8.45557079E-03  0.197567478       5.11410199E-02   2.17549896       1.05019053E-02   2.73255398E-03  0.118326329       2.45730948       1.70635246E-03   5.21732634E-03   2.30403664E-03   6.36071339E-02
